	@1b # // rnal 'byor spyod pa'i sa las nyan thos kyi sa /bam po dang po / dkon mchog gsum la phyag 'tshal lo // nyan thos kyis thams cad kyi bsdus pa'i [dd] sdom gyi tshigs su bcad pa ni / rigs dang gang zag rnams dang ni // nges par sbyor dang 'jig rten pa // 'jig rten 'das pa 'di la ni // mdor na sa ni 'di dag go // sdom ni / rigs dang 'jug dang nges 'byung ba'i // ming du byas pa'i sa gsum mo // de dag rnams ni mdor bsdu na //	10.0
dvitIyayA utTAna saMjQayA budDa anujQAtAm siMha SayyAm kalpayati anyUnAm anaDikAm	ldang ba'i 'du shes gnyis pas ni sangs rgyas kyis rjes su gnang ba'i seng ge'i nyal stangs las lhag chad med par nyal bar byed do // ldang ba'i 'du shes gsum pas ni 'dun @43a * //	81.77369789295699
tRtIyayA utTAna saMjQayA CandaMna sran sasraMsayati	pa rgyun mi chad par byed do //	71.29620508993825
sati smRti saMpramoze sati uttaratra uttaratra samAdAnAya prayuktaH Bavati evam utTAna saMjQAm eva manasi kurvan SayyAm kalpayati	brjed pas na yang gong nas gong du yang dag par bsgrub pa'i phyir rab tu brtson par byed do // de ltar na ldang ba kho na'i 'du shes yid la byed bzhin du nyal bar byed pa yin // no //	87.46641408663913
sa rAtryAH paScime yAme laGu laGu eva prativibuDya AvaraNIyeByaH DarmeByaH cittam pariSoDayati iti	de mtshan mo'i thun tha ma la yang myur ba myur ba kho nar sad par byas // no // nas / 'chag pa dang / 'dug pa dag gis sgrib par 'gyur ba'i chos rnams las / sems yongs su sbyong bar byed pa yin te zhes bya ba la /	87.95187345950097
paScimaH yAmaH uccate	mtshan mo'i thun tha ma zhes bya ba ni /	53.54342389106751
yaH apararAtraH sa atireka praharam raH sa ca ayam Aloka saMjQI smRtaH	nam gyi tho rangs kyi cha las me la tshe thun gcig lhag tsam gang yin pa'o//	73.79962456709977
saMprajAnan utTAna saMjQAm eva manasi kurvan maDyamam yAmam sa atirekam praharam midDam avakrAmayitvA krAmya yasmim smin samaye vyuttizWate tatra tasmim smin samaye vyuttizWate karmaNi akAyaH Bavati utTAya na aDimAtreNa styAna midDa paryavasTAnena aBiBUtaH	de yang snang ba'i 'du shes dang dran pa dang shes bzhin dang ldan pa kho na'i 'du shes yid la byed bzhin du mtshan mo'i gung tshigs kyi thun la mel tshe thun gcig lhag tsam gnyid bsad par byas nas gang gi tshe ldang ba de'i rmugs pa dang gnyid kyi kun nas bkris pa chen pos zil gyis non cing /	71.98038396620879
yena asya uttizWataH DanDAyita tvam vA syAt maMdAyi tat catva	des ldang ba na bul ba nyid dam /	61.49054171099807
mvA Alasya kOsIdyamvA asati vA SBsh punar tasmin DanDAyita tve	zhen pa nyid dang / le lo dang snyom par 'gyur ba med cing ldang ba la lus las su rung bar 'gyur ro //	82.16798651474026
mandAyita tve Alasya kOsIdye	bul ba nyid dang / zhan pa nyid dang / le lo dang / snyom pa de dag med na brtsal ba tsam nyid kyis myur ba myur ba kho nar ldang bar 'gyur ro //	76.73627428985135
laGu laGu eva utTAnam Bavati ABoga mAtrAt eva no saMgrAmam vA kRtvA AvaraNIyeByaH DarmeByaH pariSudDiH pUrvavat vedi tavyAH vyA	'chag pa dang 'dug pa dag gis sgrib par 'gyur ba'i chos rnams las sems yongs su sbyong bar byed pa yin te zhes bya ba ni snga ma bzhin du rig par bya ste /	73.76577898352569
ayam tAvat pUrvarAtra aparaMrAtram jAgarikA anuyogasya vistara viBAgaH	de ni re zhig nam gyi cha stod dang / nam gyi cha smad la mi nyal bar sbyor ba'i rjes su brtson pa de nyid kyi rnam par dbye ba rgyas pa yin no //	86.90458007658243
samAsArTAH punar katame	don mdor bsdu ba gang zhe na /	69.93083794911702
iha jAgarikA yogam anuyuktasya puruza pudgalasya catvAri samyakkaraNIyAni Bavanti	'di la nam gyi cha stod dang / nam gyi cha smad la mi nyal bar sbyor ba'i rjes su brtson pa'i skyes bu gang zag gis yang dag par bya ba ni rnam pa bzhi ste /	83.56917355342962
katamAni catvAri yAvat jAgrati gati tAvat kuSala pakzam na riMcati	bzhi gang zhe na /	41.60420354207357
sAtatyena eka pakzya kuSala Darma BAvanAyAm kAlena ca SayyAm kalpayati na akAlena suptaH ca asaMklizwa cittaH midDam avakrAmayati	ji srid du mi nyal ba de srid du dge ba'i phyogs mi spong zhing ; dge ba'i chos bsgom pa la brtson pa dang / rgyun du chud pa dang / rtag 'grus su byed pa dang / dus su nyal bar byed cing dus ma yin par ma nyal ba dang / nyal na yang kun nas nyon mongs pa med pa'i sems kyis gnyid 'da' bar byed cing /	79.77081848667366
na saMklizwa cittaH kAlena ca prativibuDyata iti	sems kun nas @43b nyon mongs par mi 'gyur ba dang / dus su sad par 'gyur zhing /	78.2763659954071
na utTAna kAlam ativartate	ldang ba'i dus las mi yol ba ste / nam gyi cha stod dang / nam gyi cha smad la mi nyal bar sbyor ba'i rjes su brtson pa'i skyes bu gang zag gis yang dag par bya ba ni bzhi po de dag yin no //	49.35352697696343
iti imAni catvAri samyakkaraNIyAni Aramya BagavatA SrAvakANAm jAgarikA anuyogaH deSitaH	bcom ldan 'das kyis kyang yang dag par bya ba bzhi po de dag las brtsams nas / nyan thos rnams las nam gyi cha stod dang / nam gyi cha smad la mi nyal bar sbyor ba'i rjes su brtson pa bstan to //	75.8710072454028
kaTam ca punar deSitaH	ji ltar na bstan zhe na / nyin mo 'chag pa dang / 'dug pa dag gis sgrib par 'gyur ba'i chos rnams las sems yongs su spyod par byed cing /	50.05978951129999
yat tAvat Aha divA caMkrama nizadyAByAm AvaraNIyeByaH DarmeByaH cittam pariSoDayati evam rAtryAH praTamayAmami i	mtshan mo'i thun dang po la yang 'chag pa dang 'dug pa dag gis sgrib par 'gyur ba'i chos rnams las sems yongs su sbyong bar byed la / zhes gang gsungs pa des ni /	90.42249761872063
tyanena tAvat praTamam samyakkaraNIyam AKyAtam	re zhig 'di lta ste /	49.323509579613095
yat uta yAvat jAgrati garti tAvat kuSala pakzam na riMcati	ji srid du mi nyal ba de srid du dge ba'i phyogs mi spong zhing /	84.89744023613655
sAtatyena eka pakzya kuSala Darma BAvanAyAm yasmAt SBsh  punar Aha	dge ba'i chos bsgom pa la brtson zhing rgyun du chud pa pa dang / rtag 'grus su byed pa zhes bya ba yang dag par bya ba dang po bstan to // yongs su sbyangs nas de'i 'og tu gtsug lag khang nas phyir byung ste / gtsug lag khang gi phyi rol du rkang pa bkrus nas ; gtsug lag khang gi nang du zhugs te /	59.366074357179066
bahis vihArasya pAdO prakzAlya vihAram praviSya dakziNena pArSvena SayyAm kalpayati	glo g-yas pas phab nas rkang pa rkang pa'i steng du bzhag ste nyal bar byed do zhes gang gsungs pa des ni 'di lta ste /	85.7334708135167
pAde pAdam ADAya iti anena dvitIyam samyakkaraNIyam AKyAtam yat uta kAlena SayyAm kalpayati na akAlena yat punar Aha	dus su nyal bar byed cing dus su ma yin par mi nyal ba zhes bya ba yang dag par bya ba gnyis pa bstan to //	69.7836868382513
Aloka saMjQI smRtaH saMprajAnan utTAna saMjQAm eva manasi kurvan SayyAm kalpayati iti anena tRtIyam samyakkaraNIyam AKyAtam	snang ba'i 'du shes dang / dran pa dang shes bzhin dang / ldang ba kho na'i 'du shes yid la byed bzhin du nyal bar byed pa dang zhes gang gsungs pa des ni 'di lta ste /	85.9565573845499
yat uta asaMklizwa cittaH midDam avakrAmayati kramate	nyal na yang kun nas nyon mongs pa med pa'i sems kyis gnyid 'da' bar byed cing /	89.09085353070893
na saMklizwa cittaH iti	sems kun nas nyon mongs par mi 'gyur ba zhes bya ba yang dag par bya ba gsum pa bstan to //	60.754029597145355
yat punar Aha rAtryAH paScime yAme laGu laGu eva prativibuDya AvaraNIyeByaH DarmeByaH cittam pariSoDayati iti anena caturTam samyak kar	de mtshan mo'i thun tha ma la yang myur ba myur ba kho nar sad par byas nas to // / 'chag pa dang 'dug pa dag gis sgrib par 'gyur ba'i chos rnams las sems yongs su sbyor bar byed pa yin te zhes gang @44a * to // / // gsungs pa des ni /	92.87824161092942
yat uta kAlena prativibuDyati	'di lta ste /	48.678906183976395
na utTAna kAlam ativartate	dus su sad par 'gyur zhing / ldang ba'i dus las mi yol ba ste zhes yang dag par bya ba bzhi pa bstan to //	69.0647290998778
iti tatra yat uktam Aloka saMjQI smRtaH saMprajAnan vyutTAna saMjQAm eva manasi kurvan SayyAm kalpayati iti	de la snang ba'i 'du shes dang / dran pa dang shes bzhin dang / ldang ba kho na'i 'du shes yid la byed bzhin du nyal bar byed pa dang zhes gang gsungs pa des ni /	93.06648984623524
atas dvavAByAm kAraNAByAm asaMklizwa cittaH midDam avakrAmayati	rgyu gnyis kyis ni kun nas nyon mongs pa med pa'i sems kyis gnyid 'da' bar byed des ni / pa yin te /	92.76871669949578
yat uta smRtyA	'di lta ste / dran pa dang shes bzhin gyis so //	62.94990483919779
saMprajanyena dvAByAm punar kAraNAByAm kAlena prativibuDyate	yang rgyu gnyis kyis ni dus su des da par 'gyur zhing /	80.48870143868096
no tu kAlam ativartate	ldang ba'i dus las mi yol bar 'gyur te /	80.6654806137085
yat uta Aloka saMjQayA	'di lta ste /	55.48922890883225
utTAna saMjQayA ca	snang ba'i 'du shes dang / ldang ba'i 'du shes kyis so //	83.98352182538886
kaTam punar kRtvA kuSalam Alambanam parigRhya svapiti saMprajanyena tasmAt	ji lta zhe na /	26.400942007700596
kuSalAt AlambanAt cyavamAnam SBsh	de la dran pas ni dge ba'i dmigs pa yongs su bzung ste nyal bar byed la shes bzhin gyis ni dge ba'i dmigs pa de las nyams shing /	71.8660006627885
saMkliSyamAnam cittam laGu laGu eva samyak prajAnAti	sems kun nas nyon mongs par gyur pa na / myur ba myur ba kho nar yang dag par rab tu shes par bya ba'i phyir te /	85.26111889903802
evam asyAByAm dvAByAm kAraNAByAm asaMklizwa cittasya SayyA Bavati tatra Aloka saMjQayA	de ltar na rgyu de gnyis kyis ni kun nas nyon mongs pa med pa'i sems kyis nyal bar byed pa yin no //	88.58773327811615
utTAna saMjQayA ca na gAXam svapiti na asya dUra anugatam tat midDa paryavasTAnam Bavati	de la snang ba'i 'du shes dang / ldang ba kho na'i 'du shes kyis ni gnyid stug por mi nyal ba dang / de'i gnyid kyis kun nas dkris pa de yun ring du 'gro bar mi 'gyur ba'i phyir ro //	86.27853744120745
iti AByAm dvAByAm kAraNAByAm kAlena prativibuDyate ti na utTAna kAlam ativartate ayam jAgarika anuyogasya samAsa arTaH rTaH	de ltar rgyu de gnyis kyis ni de dus su sad par 'gyur zhing ldang ba'i dus las yi mi yol bar 'gyur ro //	77.76596897204487
yaH ca pUrvakaH vistara viBAgaH yaH ca ayam samAsa arTaH iyam ucyate pUrvarAtra apararAtram jAgarikA anuyuktA	de ni nam gyi cha stod dang // nam gyi cha smad la mi nyal bar sbyor ba'i rjes su brtson pa'i don mdor bsdus pa yin te / rnam par dbye ba rgyas par snga ma gang yin pa dang / don mdor bsdus pa 'di gang yin pa de ni nam gyi cha stod dang / nam gyi cha smad la mi nyal bar sbyor ba'i rjes su brtson pa nyid ces bya'o / // / nyan thos kyi sa bam po lnga pa /	72.33812657389304
saMprajAnat vihAritA katamA yaTA api iha ekatyaH aBikrama pratikrame saMprajAnat vihArI Bavati Alokita vyavalokite saMmiMjita sAmmin jita prasArite saMGAwI cIvara pAtra DAraNe aSite pIte KAdite svAdite nizaNNe Sayite jAgRte pralapite tUzNIMBAve	shes bzhin du spyod pa nyid gang zhe na /	10.0
nidrA klama vinodane saMprajAnat vihArI Bavati SBsh	'di ltar 'di na la la 'gro ba dang / ldog pa la shes bzhin du spyod par byed pa dang / chung zad bltas pa dang / rnam par bltas pa dang / bskum pa dang / brkyang ba dang / snam sbyar dang / chos gos dang / lhung bzed 'chang ba dang / @44b zos pa dang / 'thungs pa dang / 'chos pa dang / myangs pa dang / song ba dang / sdod pa dang / 'dug pa dang / nyal ba dang / mi nyal ba dang / smra ba dang / mi smra ba dang / gnyid kyis snyom pa bsang ba la yang shes bzhin du spyod pa yin no //	36.31347842317029
tatra katamaH aBikramaH	de la 'gro ba ni gang /	84.25986385345459
pratikramaH katamaH	ldog pa ni gang /	86.23164503714618
aBikrama pratikrame samprajAnat vihAritA katamA	'gro ba dang / ldog pa la shes bzhin du spyod pa nyid gang zhe na /	88.02803731238721
tatra aBikramaH yaTA api iha ekatyaH grAmam vA upakrAmati	de la 'gro ba ni 'di ltar 'di na la la grong ngam /	74.35069208792643
grAma antaramvA	grong gzhan nam /	53.20419294693891
kulamvA	khyim mam /	55.280780445445664
kula antaramvA	khyim gzhan nam /	57.52033518342411
vihAramvA	gtsug lag khang ngam /	56.92509826746854
vihAra antaramvA	gtsug lag khang gzhan du phar 'gro ba'o //	47.47920976933979
tatra pratikramaH yaTA api iha ekatyaH grAma antarAmvA grAmAt vA pratinivarttate	de la ldog pa ni 'di ltar 'di na la la grong ngam /	57.57992501244853
grAma antarAt vA	grong gzhan nam /	66.6942886464736
kulAt vA	khyim mam /	70.33904073455118
kula antarAt vA	khyim gzhan nam /	65.69833977082197
vihArAt vA	gtsug lag khang ngam /	69.32527880235152
vihAra antarAt vA tatra saMprajAnat vihAritAH yAH aBikramamANe NaH	gtsug lag khang gzhan nas phyir ldog pa'o //	75.15668241066183
aBikramAmi iti samyak eva prajAnAti atra mayA aBikramitavyam	de la shes bzhin du spyod pa nyid ni gang gis 'gro ba na yang 'gro'o snyam du yang dag pa kho nar rab tu shes pa dang / ldog pa na yang ldog go snyam du yang dag pa kho na rab tu shes pa dang / 'dir ni bdag 'gro bar bya ba yin no //	64.29666465243726
atra mayA punar na aBikramitavyam iti samyak eva prajAnati	'dir ni 'gro bar bya ba ma yin no zhes yang dag par kho nar rab tu shes pa dang / 'dir ni bdag gi 'gro bar bya ba'i dus yin no //	74.26636826921795
ayam vA me aBisaMkramaNa kAlaH ayam nABi saMkramaNa kAle iti samyak eva prajAnAti	'di ni 'gro bar bya ba'i dus ma yin no zhes yang dag pa kho nar rab tu shes pa dang / bdag 'gro ba na 'di dang 'di ltar ni 'gro bar bya'o // 'di dang 'di ltar ni 'gro bar mi bya'o zhes yang dag pa kho nar rab tu shes pa gang yin pa de ni /	68.12706657245828
idam asya ucyate saMprajanyam sa ced tena saMprajanyena SBsh samanvAgataH	de'i shes bzhin zhes bya'o //	61.80779224860853
aBikramamANaH prajAnAti aBikramAmi iti yatra ca anena aBikramitavyam Bavati tatra ca aBikramati kAlena ca aBikramati na akAlena yaTA ca aBikramitavyam	de shes bzhin de dang ldan pas gal te 'gro ba na 'gro'o zhes bya bar yang dag pa kho nar rab tu shes shing /	43.353767248321404
yat rUpayA ca yarya yAH AcAreNa akalpena IryA paTena taTA aBikramati iyam asya ucyate saMprajAnAt vihAritA yaduta aBikrama pratikramaH mayoH tatra katamat Alokitam katamat vyavalokitam katamA Alokita vyavalokita saMprajAnAt vihAritaH tA	de gang du 'gro bar bya ba der 'gro ba dang / dus su 'gro zhing dus ma yin par mi 'gro ba dang / ji ltar 'gro bar bya ba'i spyod yul dang / spyod pa dang / cho ga dang / spyod lam brtags pas de lta bus de ltar 'gro bar byed pa gang yin pa de ni de'i shes bzhin du spyod pa nyid ces bya'o //	67.01990300664002
tasya asya pUrva parikIrttitezu Damazu aBikramataH pratikramataH ca yat abudDi pUrva kamacCanda pUrvakam antareNa cakzuzA rUpa darSanam idam ucyate Alokitam	de sngar yongs su bstan pa'i gnas rnams su 'gro ba dang ldog pa dang / blo sngon du ma btang ba dang / brtsal ba sngon du ma btang ba dang / 'dun pa sngon du ma btang bar mdor mig gis gzugs rnams mthong ba gang yin pa @45a * // de ni chung zad bltas pa zhes bya'o //	89.72052609254419
yat punar upasaMkrAntasya budDi pUrvakam prayatna pUrvakam	de dag tu 'gro ba dang / ldog pa na blo sngon du btang ba dang / brtsal ba sngon du btang ba dang / 'dun pa sngon du btang ste /	67.54985113513233
kRtya pUrvakam cakzuzA rUpa darSanam tat yaTA rAjQA AjQAm	mig gis 'di lta ste /	48.87481444222587
rAjya ajA	rgyal po dag gam / blon po chen po dag gam /	47.34637360139327
mAtrANAm nEgamAnAm	grong rdal gyi mi dag gam /	63.18703230222066
jAnapadAnAm vA	ljongs kyi mi dag gam /	68.2404823095902
brAhmaNAnAm vA	bram ze dag gam / khyim bdag dag gam /	80.06999491390428
DaninAm	phyug po dag gam /	69.81660919719272
SrezWinAm	tshong dpon dag gam /	78.43494166646686
sArTavAhAnAm	ded dpon dag gam /	71.05026181538899
tad anyeza ambAhyakAn AMlayanAnAm	de las gzhan pa'i phyi rol gyi khang khyim dag gam /	72.02124012433566
mArutAnAm avarakANAm praprA	yang tog dag gam / gnas khang dag gam /	64.6493219779088
sAdAnAm harmya talAnAm iti	khang bzangs dag gam /	60.056275541132145
yat vA punar anyezAm loka citrANAm darSanam idam ucyate	bu shu'i steng dag gam gzhan yang 'jig rten gyi sna tshogs kyi gzugs dag mthong ba gang yin pa de ni rnam par bltas pa zhes bya'o //	70.8680545915688
vyavalokitam	cung zad bltas pa'am /	57.958143429322675
yat punar Alokitam ca vyavalokitam ca sva lakzaNataH SBsh	rnam par bltas pa dag rang gi mtshan nyid kyi sgo nas yang dag pa kho nar rab tu shes pa dang /	72.22414016723633
samyak eva prajAnAti	cung zad blta bar bya ba gang yin pa dang rnam par blta bar bya ba gang yin pa de yang yang dag pa kho nar rab tu shes pa dang / gang gi tshe cung zad blta bar bya ba dang / gang gi tshe rnam par blta bar bya ba de yang yang dag pa kho nar rab tu shes pa dang /	46.2054657445494
yaTA Alokikayi tavyam yaTA vyavalokayitavyam tat apisamyak eva prajAnAti	ji ltar cung zad blta bar bya ba dang / ji ltar rnam par blta bar bya ba de yang /	68.33695462443508
idam asya ucyate saMprajanyam	yang dag pa kho nar rab tu shes pa gang yin pa de ni de'i shes bzhin zhes bya'o //	91.45124966544228
sa tena saMprajanyena samanvAgataH	de shes bzhin de dang ldan pas / cung zad lta bar byed pa dang / rnam par lta bar byed pa na /	84.49742460641893
saced avalokayamAnaH jAnAtyavalokayAmi iti	gal te cung zad lta bar byed pa dang / rnam par lta bar byed do zhes yang dag pa kho nar rab tu shes shing /	78.30763731524904
yat ca avalokayitavyam vyavalokayitavyam tadAlokayati vyavalokayati yadA Alokayitavyam	cung zad blta bar bya ba gang yin pa dang / rnam par blta bar bya ba gang yin pa de la cung zad lta bar byed cing /	65.40546962825069
vyavalokayitavyam tadA Alokayati vyavalokayati	rnam par lta bar byed pa dang / gang gi tshe cung zad blta bar bya ba dang / rnam par blta bar bya ba de'i tshe cung zad lta bar byed cing /	85.57226051010113
yaTA Alokayitavyam vyavalokayitavyam taTA Alokayati	rnam par lta bar byed pa dang / ji ltar cung zad blta bar bya ba dang / rnam par blta bar bya ba de ltar cung zad lta bar byed cing /	79.06278680725693
vyavalokayati	rnam par lta bar byed pa gang yin pa de ni 'di lta ste /	67.75789335795811
iyam asya ucyate saMprajAnat vihAritA yat uta Alokita vyavalokite	cung zad bltas pa dang / rnam par bltas pa la de'i shes bzhin du spyod pa nyid ces bya'o //	90.6348290549135
tatra katamat saMmiji sammiQji	de la bskum pa ni gang /	66.78160405158997
tam katamat prasAritam katamA saMmiji sammiQji	brkyang ba ni gang /	38.62087297439575
taprasArite saMprajAnat vihAritA sa taTA AlokayamAnaH	@45b bskum pa dang / brkyang ba la shes bzhin du spyod pa nyid ni gang zhe na / de de ltar 'gro ba sngon du btang ba dang / ldog pa sngon du btang ste /	77.33392805750232
vyavalokayamAnaH ca aBikrama pUrvakam pratikrama pUrva kaQca	cung zad blta ba dang / rnam par blta ba'i tshe /	57.36526449315063
yat pAdO vA sammiMjayati	rkang pa dag skum par byed pa'am /	71.79730468637803
prasArayati	rkyong bar byed pa'am /	61.68409366193025
bAhU vA saMmimiMjayati	lag pa [?] dag skum par byed pa'am /	71.7580774360233
prasArayati	rkyong bar byed pa'am /	61.68409366193025
hastO vA saMmimim	lag pa dag skum par byed pa'am /	69.58119654655457
jayati prasArayati	rkyong bar byed pa'am /	63.18746475551439
iti anyatama anyatamam vA aMga pratyaMgam sammiQjiyati	yan lag dang nyid lag gang yang rung ba dag skum par byed pa'am /	82.20248644193944
prasArayati idam ucyate saMmimiMjita prasAritam saced saMmimim	rkyong bar byed pa gang yin pa de ni bskum pa dang / brkyang pa zhes bya'o //	77.38142128223248
jita prasAritam sva lakzaNataH prajAnAti saMmimiMjitavyam prasArita vyaQca samyak eva prajAnAti yAdi ca saMmimim jijayi	gal te bskum pa dang brkyang ba de dag rang gi mtshan nyid kyi sgo nas yang dag pa kho nar rab tu shes shing /	69.86251666845742
tavyam yadA prasAri rayi	bskum par bya ba gang yin pa dang / brkyang bar bya ba gang yin pa de yang /	59.42343390615363
tavyam tat api samyak eva prajAnAti yaTA ca saMmimim jijayi tavyam yaTA SBsh prasAri rayi	yang dag pa kho nar rab tu shes pa dang / gang gi tshe bskum par bya ba dang / gang gi tshe brkyang bar bya ba de yang yang dag pa kho nar rab tu shes pa dang / ji ltar bskum par bya ba dang / ji ltar brkyang bar bya ba de yang /	60.854960364113495
tavyam tat api samyak eva prajAnAti idam asya ucyate saMprajanyam	yang dag pa kho nar rab tu shes pa gang yin pa de ni de'i shes bzhin zhes bya'o //	84.17638720991606
sa tena saMprajanyena samanvAgataH sa ced saMmijasammiQja	shes bzhin de dang ldan pas skum par byed pa dang / rkyong bar byed pa'i tshe /	79.58666971504536
yamAnaHyan prasArayamANaHyan jAnAti saMmimiMjayAmi	gal te skum par byed do //	65.46520750339214
prasArayAmi iti yat ca saMmimim jayitavyam prasArayitavyam saMmimim	rkyong bar byed do zhes yang dag pa kho nar rab tu shes shing /	59.32424851332091
jayati prasArayati yadA ca saMmimim jayitavyam	gang bskum par bya ba dang / brkyang bar bya ba de skum par byed cing rkyong bar byed pa dang / gang gi tshe bskum par bya ba dang // brgyad bar bya ba de'i tshe /	80.06547658100607
