	@289b rgya gar skad du / a'arya ma h'a san ni p'a ta ratna ke tu dh'a ra n'i n'a ma ma h'a y'a na s'u tra / bod skad du /'phags pa 'dus pa chen po rin po che tog gi gzungs zhes bya ba theg pa chen po'i mdo mdo; bam po dang po / de bzhin gshegs pa 'od zhi spos snang dpal la phyag 'tshal lo // tshangs pa chen po dbyangs can la phyag 'tshal lo // de la phyag btsas te bdud kyi 'khor gyis mi tshugs pa zhes bya ba'i zungs 'di sbyor bar bgyi'i / bdag gis rig sngags 'di grub par gyur cig / 'di lta ste / aa b'a me aa b'a me /	10.0
kezAMcid deva upapattaye Darman deSayati	lhar skye bar ston / la la ni / mir skye bar / la la ni / dud 'gro'i skye gnas su skye bar / la la ni / yi dvags su skye bar / la la ni /	78.21323956534
kezAMcid manuzya upapattaye kezAMcid tiryagyoni upapattaye kezAMcid acyuti upapattaye Darman deSayati	sems can dmyal bar skye bar / la la ni / 'chi 'pho dang / skye ba med par bya ba'i chos ston te /	80.08030122427448
mAra karma paTa aBiyuktaH strI karaNa mAyayA samanvAgataH sa SravaNaH jyotiH somya ganDA avaBAsa SrIH SramaNa rUpeNa visaMvAdakaH	bdud kyi las kyi lam la brtson zhing bud med bsgyur ba'i sgyu dang ldan pa dge sbyong 'od zhi spos snang dpal @319a *// de dge sbyong gi gzugs kyis rab tu slu ba yin gyi /	85.86602668837654
yat nUna vayam itas prakramema na ca asya rUpa liMga grahaNam paSyema na ca asya kiMcid vacanam SRNuyAma	bdag cag 'di nas dong ste de'i gzugs dang / rtags 'dzin pa'ang mi mthong ba dang / de'i tshig kyang cung zad kyang mi thos par 'dod do //	84.2324918137287
aTa tatra eva kumAraBRtaH nAma BawaH	de nas de nyid na shor ba gzhon nu'i tshul zhes bya ba zhig yod pa des tshig 'di skad ces smras so //	75.91454564881323
saH evam Aha yA mama BAryA antaHpurikA duhitaraH ca aBUvan sarvAsAm anena SramaNa koraNxakena kurum iya strI vyaMjanAni apanIya puruza indriyANi aBinirmitAni sarvAsAm SirAMsi nirmuNxAni kRtvA raktAni vAsAMsi anupradattAni	kho bo'i chung ma dang / g-yog mo dang / bu mo gang yin pa de dag thams cad kyang dge sbyong ma rungs pa 'dis mo mtshan med par byas te skyes pa'i dbang po sprul nas thams cad kyi mgo bregs te gos tshon can bskon nas kho bo gcig pu mya ngan gyis non te / thar na bdag cag thams cad 'dus la gang du dge sbyong ma rungs pa /	79.22470280893006
aham ca ekAkI Soka ArtaH muktaH ete sarve vayam samagrAH BUtvA vizamam mahA gahana parvatam praviSAmaH yatra vayam asya mAra pASa aBiyuktasya SramaNa koraNxakasya SramaNam AyAvinaH svara Gozam api na SRNuyAmaH prAk eva paSyAmaH iti te sarve tuzwAH evam AhuH	dge sbyong sgyu ma bdud kyi zhags pa la brtson pa 'di'i sgra dang / skad kyang mi thos na mthong ba lta smos kyang ci dgos pa'i ri khrod nyam nga bar 'dong gi tshur shog ces byas pa dang / de dag thams cad dga' ste de bzhin no //	54.17792042030156
evam astu iti	zhes zer ro //	51.570681435721255
aTa kumAraBRtaH BawaH tEH vicikitsA prAptEH bahuBiH prANa kowIBiH sArDam tatas prAkrAmat pratyantime janapade vizama parvata gahanezcaryAm cacAra teByaH ca sattveByaH evam Darman deSayAm Asa	de nas shor pa gzhon nu'i tshul dang / the tshom du gyur pa'i srog chags bye ba khrag khrig brgya stong mang po dang lhan cig tu de nas dong ste / yul mtha' 'khob kyi ri khrod nyam nga bar drang srong gi cha byad kyis spyad pa spyod cing sems can de dag la 'di skad ces chos ston to //	88.06674871022524
na asti saMsArAt mokzaH na asti sukRta duzkRtAnAm karmaNAm Pala vipAkaH	'khor ba las thar pa'ang med / legs par byas pa dang / nyes par byas pa'i las kyi 'bras bu @319b rnam par smin pa'ang med na /	93.38113766975783
ucCeda vAdI adya SramaNaH utpannaH mAra karma aBiyuktaH visaMvAdakaH	deng chos par smra ba'i dge sbyong bdud kyi las la brtson pa zhig byung gi /	85.94339841926993
ye ca tam darSanAya upasaMkramaMti ye ca tam aBivAdayaMti ye ca asya Darmam SRNvaMti te vikzipta cittAH Bavanti	gang dag de la blta ba'i phyir 'gro ba dang / gang dag gus par smra ba dang / gang dag de'i chos nyan pa de dag sems g-yengs pa yin te / de dag mgo bregs / khyim nas phyung /	89.05656843723474
SirAMsi ca ezAm muNxayati gRhAt nirvApayati raktAni vAsAMsi prayacCati	gos tshon can bskon /	45.56953684488933
SmaSAna caryAm cArayati	dur khrod du spyad pa spyod du bcug /	68.88632141577231
BEkza caryAsu niveSayati	slong mo pa'i spyod pa la 'dzud /	75.4122483513572
eka AhAriNaH karoti	zan za gcig par byed / lta ba mi bzad pa'i yid dang ldan pa dang / rtag tu yid 'byung bar byed / dben par gnas pa la dga' ba dang / gnas khang du bcug /	50.40728902678773
vizama dRzwi manasaH nitya udvignAn viveka vAsa aBiratAt layana prakziptAn kAma rati nRtya gIta ganDa mAlya vilepana ABaraNa viBUzaNa mETuna Darmaskurum iya alpa BAzyAF karoti	'dong pa la dga' ba'i glu gar dang / phreng ba dang / dri dang / byug pa dang / rgyan dang / lhab lhub dang / 'khrig pa'i chos dang / chang ra ro bar 'gyur ba'i btung ba spangs shing smra ba nyung bar byed de /	78.5242052911389
evaMrUpaH sa SramaNa vezeNa ucCeda vAdI mAra paTa aBiyuktaH sattvAnAm Satru BUtaH utpannaH	de lta bu'i dge sbyong gi gzugs kyis chad par smra ba / bdud kyi las la brtson na / de sems can rnams kyi dgrar gyur pa zhig byung ste /	89.22497887791575
adRzwa aSruta pUrvam etasya SramaNa gOtamasya kriyA mayA upalakzitA iti tena bahUni prANa kowIn ayuta Sata sahasrANi evaMrUpAm imAm pApikAmaBUvan	dge sbyong goo ta ma de'i byed pa ni / sngon ma thos ma mthong ba yin par kho bos rtogs so // zhes des srog chags bye ba khrag khrig brgya stong mang po de lta bu'i sdig pa can gyi lta ba 'dzin du bcug go /	88.45180523688416
yAva apareNa samayena utpala vaktraH mahA SramaNaH SrOzIt kasmiMScid parvata gahane kecid	de nas dus gzhan zhig na dge sbyong chen po autpa la'i gdong gis thos pa /	75.23190313945621
svayam kumArga saMprasTitAH parAn api etAN vizamAm dRzwim grAhayantaH trayANAm ratnAnAm	gshed kyi ri khrod na kha cig bdag nyid kyang lam ngan par zhugs shing gzhan yang lta ba mi bzad pa 'dzin du bcug ste / dkon mchog gsum @320a *//	86.46826148033142
avarNam cArayanti iti SrutvA ca asya etat aBavat	la mi snyan pa sgrog go / zhes thos nas de 'di snyam du sems so //	88.1354778599555
yadi aham tAvat sattvAn tatas pApakAt dRzwi gatAn na parimokzayeyam na ca samyak dRzwO pratizWApayeyam nirarTakam me SrAmaNyam B	bdag gis sems can 'di dag sdig pa'i lta bar song ba las yongs su thar par ma byas shing yang dag pa'i lta ba la ma bkod na / bdag dge sbyong du gyur pa don med do //	85.12374655283759
kaTam ca aham anAgate Dvani anDa BUte loke nuttarAm samyaksaMboDim aBisaMbuDyeyam kaTam ca vyasana gatAn catur mAra pASa banDana badDAsattvAm CakzyAmi parimocayitum iti aTa utpala vaktraH mahA ASramaNaH mahA dRXa parAkramaH kAruNikaH tam jyotiH somya ganDA avaBAsa Sriyam	ma 'ongs pa'i dus na ldongs par gyur pa'i 'jig rten du bdag ji ltar bla na med pa yang dag par rdzogs pa'i byang chub tu mngon par rdzogs par 'tshang rgya bar bya / ji ltar rab tu nyams thag par gyur pa'i bdud bzhi'i zhags pas bcing pas bcings pa'i sems can rnams yongs su dgrol bar nus snyam ste; de nas dge sbyong chen po autpa la'i gdong rtul ba che zhing brtan pa /	78.84792040727339
taTAgatam avalokya aneka prANa Sata sahasra parivRtaH puraskRtaH tezu tezu pratyantimezu grAma nagara nigama parvata vizama karvawa sTAnezu caryAm caran tatra tatra teByaH sattveByaH Darman deSayAm Asa	snying rje chen po dang ldan pas de bzhin gshegs pa 'ong zhi spos snang dpal la zhus te srog chags brgya stong du mas bskor cing mdun du bdar nas mtha' 'khob kyi grong dang / grong khyer dang / grong rdal dang / ri dang / ri brag nyam nga ba'i gnas de dang de dag na spyad pa spyod cing de dang de dag tu sems can de dag la ci nas sems can de dag sdig pa'i lta bar song ba las bzlog ste yang dag pa'i lta ba la btsud nas bla na med pa yang dag par rdzogs pa'i byang chub tu bkod / gzhan la la ni /	65.39474237424825
tAn sattvAn pApakAt dRzwi gatAt nivArayitvA samyak dRzwO niyojya anuttarAyAm samyaksaMboDO pratizWApayAm Asa	rang sangs rgyas kyi theg par smon pa la / la la ni /	64.7593748710941
kAMScid aparAn pratyekabudDa yAna praNiDAne kAMScid SrAvaka yAne kAMScid Pale pratizWApayAm Asa	nyan thos kyi theg pa la / la la ni / 'bras bu la bkod / la @320b la ni /	73.22212760867531
kAMScid pravrajayAm Asa	rab tu phyung / la la ni /	68.05997861348666
kAMScid upAsaka saMvare kAMScid upavAse kAMScid tRSaraNa gamane pratizWApayAm Asa strIByaH kurum iya	dge bsnyen gyi sdom pa la / la la ni / za gcig pa la / la la ni / dus khrims pa la / la la ni / skyabs gsum du 'gro ba la bkod pa de lta bur chos bstan to; ;bud med dag la ni /	79.99276090436298
ca imAm ratnaketuDA araNIn deSayAm Asa strI BAvAt nivartayitvA pratizWApayAm Asa puruza tve	rin po che tog gi gzungs 'di bshad de bud med kyi dngos po las bsgyur nas skyes pa la bkod do //	71.79663351779934
yAH ca tAH bahvaH prANa kowyaH taTAgatasya antike vicikitsA prAptAH aBUvan tAn sarvAn= tatas pApakAt dRzwi gatAt nivArya atyayam pratideSa ApayitvA anuttarAyAm samyaksaMboDO	srog chags mang po gang de bzhin gshegs pa la the tshom du gyur pa de dag thams cad kyang sdig pa'i lta bar song ba de las bzlog ste nyes pa 'chags su bcug nas bla na med pa yang dag par rdzogs pa'i byang chub bkod do //	84.88874415738701
pratizWApayAm Asa	la bkod de /	56.45518716176351
tasya eva ca jyotiH somya ganDA avaBAsa SriyaH taTAgatasya antikam upanIya pravrAjayAm Asa sTApya kumAra BRtam Bawam	de bzhin gshegs pa 'od zhi spos snang dpal de nyid la phul nas rab tu phyung ngo // shor ba gzhon nu'i tshul ni / ma gtogs te /	84.75801665951414
tena ca evam praNiDAnam kRtam aBUt yaTA mama anena utpala vaktreNa SramaNena parzad vilopya nItA taTA aham api asya anuttarAm samyaksaMboDim aBiprasTitasya tatra budDa kzetre mAra tvam kArayeyam yat uta garBa sTAnAt	des 'di ltar autpa la'i gdong 'dis bdag gi 'khor rnams bslus te khrid kyi; bdag gis kyang 'di bla na med pa yang dag par rdzogs pa'i byang chub tu mngon par rdzogs par sangs rgyas pa'i sangs rgyas kyi zhing der bdud byas te / 'di ltar mngal na 'dug pa tshun chad 'di la rnam par 'tshe'o //	76.56710518848122
praBRti enam viheWayeyam tatas paScAt jAta mAtram kumAra krIxApanam Silpa karma paWana sTam rati krIxA antaHpura gatam yAvat boDimaNxa nizaNNam saMtrAsayeyam viGnAni ca kuryAm boDi prAptasya ca SAsana vipralopam kuryAm	de nas phyis gtses nas kyang gzhon nu rtsed mo byed pa dang / bzo'i las kyi mtha' dang / klog cing 'dug pa dang / dga' ba'i rtsed mo'i phyir btsun mo'i 'khor gyi nang du song ba nas byang chub kyi shing drung du byang chub kyi snying po la 'dug gi bar du skrag par bya'o // bgegs bya'o // byang chub thob nas kyang bstan pa gshig par bya'o // zhes smon @321a *// lam btab bo //	88.25782977917785
aTa saH utpala vaktraH mahA ASramaNaH tam kumAra BRtam Bawam evam praNiDi kRta vyavasAyam mahatA kRcCra udyoga parAkramEH prasAdayitvA kur tatas pApaka dRzwi gatAt pratinivartya atyayam pratideSa ApayitvA anuttarAyAm samyaksaMboDO cittam utpAdayati sma	de nas dge sbyong autpa la'i gdong gis sher ba gzhon nu'i tshul gyis smon lam de ltar brtul te btab pa la mthu chen po dang / 'bad pa drag pos dang par byas te sdig pa'i lta ba thibs po da las bzlog nas nyes pa 'chags su bcug ste bla na med pa yang dag par rdzogs pa'i byang chub tu sems bskyed du bcug go /	72.63939161732264
aTa kumAraBRtaH BawaH vinIta prasAdaH idam praNiDAnam cakAra yadA tvam mahA kAruNikA anuttarAm samyaksaMboDim aBisaMbudDaH Bavet tadA boDi prAptaH mAm vyAkuryAt anuttarAyAm samyaksaMboDO	de nas shor ba gzhon nu'i tshul rab tu dul zhing dad pa skyes nas 'di skad du snying rje chen po dang ldan pa khyod gang gi tshe bla na med pa yang dag par rdzogs pa'i byang chub tu mngon par rdzogs par sangs rgyas pa de'i tshe byang chub thob nas bdag bla na med pa yang dag par rdzogs pa'i byang chub tu lung bstan du gsol zhes smon lam btab po // bzhin bzad dag /	81.9566623779927
syAt Kalu punar Badra muKAH yuzmAkam kAMkzA vA vimatiH vA anyaH sa tena kAlena tena samayena AsIt utpalavaktraH nAma yena tasya jyotiH somya ganDa avaBAsa SriyaH taTAgatasya sa parivArasya anekaviDam pUjA upasTAnam kRtam anekEH ca prANa kowIn ayuta Sata sahasrEH	de'i tshe de'i dus na gang gis de bzhin gshegs pa 'od zhi spos snang dpal de 'khor dang bcas pa la mchod pa dang / rim gro rnam pa du ma byas nas srog chags bye ba khrag khrig brgya stong du ma dang bcas te khyim nas byung nas rab tu byung zhing /	60.59122329951803
sArDam nizkramya pravrajitaH apramANAni ca prANa kowIn ayuta Sata sahasrANi tatas pApakAt	srog chags bye ba khrag khrig brgya stong du ma ni /	72.4866018109658
dRzwi gatAt nivArayitvA tRzu yAnezu niveSitAni aprameyAH sattvAH Palezu pratizWApitA	sdig pa'i lta bar song ba las bzlog ste theg pa gsum la bkod / sems can dpag tu med pa ni /	84.64130296274884
apramANAH ca strI kowIn ayuta Sata sahasrANAm puruza pratilABaH kRtaH iti	'bras bul bkod / bud med bye ba khrag khrig brgya stong tshad med ba ni / skyes pa thob par byas pa'i rgyal po autpa la'i gdod zhes bya bar gyur pa de gzhan yin pa snyam du @321b khyod the tshom mam / yid gnyis sam / som nyi za bar gyur na /	74.94348458106192
na Kalu yuzmABiH evam drazwavyam	de ltar mi blta'o //	76.02083921432495
aham sa tena kAlena tena samayena rAjA aBUt catur dvIpa ISvaraH cakravartI utpalavaktraH nAma	de ci'i phyir zhe na / nga de'i tshe de'i dus na gling bzhi la dbang ba'i 'khor los ba sgyur ba'i rgyal po autpa la'i gdod zhes bya bar gyur te /	94.24746690062484
mayA saH evaMrUpaH puruza aDikAraH kRtaH	ngas de lta bu'i skyes bu'i mthu byas so //	88.64911618343619
syAt Kalu punar yuzmAkam Badra muKAH kAMkzA vA vimatiH vA anyA sA tena kAlena tena samayena aBUt surasundarI nAma agra mahizI yayA Sr	bzhin bzang dag / de'i tshe de'i dus na btsun mo dam pa lha mdzes zhes bya ba gang gis dge sbyong thob par gyur pa de gzhan yin snyam du the tshom mam / yid gnyis sam / som nya zi bar gyur na / de ltar mi blta'o // de ci'i phyir zhe na /	91.92540549397785
mEtreyaH sa boDisattvaH mahAsattvaH tena kAlena tena samayena aBUt	byang chub sems dpa' sems dpa' chen po byams pa de'i tshe de'i dus na btsun mo dam pa lha mdzes zhes bya bar gyur to // bzhin bzang dag /	84.08060053373052
syAt Kalu Badra muKAH yuzmAkam kAMkzA vA vimatiH vA anyaH sa tena kAlena tena samayena kumAraBRtaH nAma BawaH BUt sArDam prANa kowIBiH	de'i tshe de'i dus na the tshom du gyur pa'i srog chags bye ba mang po dang bcas te sangs rgyas la mi snyan pa'i bar du zer ba shor ba gzhon nu'i tshul zhes bya ba de gzhan yin snyam du khyed the tshom mam / yid gnyis sam / som nyi za bar gyur na /	88.77875564033988
kurumiya  na Kalu punar yuzmABiH evam drazwavyam	de ltar mi blta'o // de ci'i phyir zhe na /	46.76497848643813
ayam sa mAraH pApImAn tena kAlena tena samayena kumAraBRtaH nAma BawaH BUt yat mayA tad kAlam tasya parizad pravrajitA tena mayi pradozam utpAdya evam praNiDAnam kRtam	bdud sdig can 'di nyid de'i tshe de'i dus na shor ba gzhon nu'i tshul zhes bya bar gyur te / gang de'i tshe ngas de'i 'khor rab tu phyung nas de'i phyir nga la sems rab tu khro ba bskyed nas phyis smon lam btab ste /	84.25005331498465
yadA tvam anuttarAm samyaksaMboDim aBisaMbudDaH syAt tadA tvam mAm vyAkuryAt anuttarAyAm samyaksaMboDO	khyod nam bla na med pa yang dag par rdzogs pa'i byang chub mngon par rdzogs par sangs rgyas pa de'i tshe khyod kyis bdag bla na med pa yang dag par rdzogs pa'i byang chub tu lung ston cig ces byas so // rigs kyi bu dag / khyed kyis @322a *//	86.40273009106131
tasya eva yUyam kula putrAH jyotiH somya ganDA avaBAsa SriyaH taTAgatasya antike prasAdam kRtvA asaMvRta vAc BAzitam pApakam dRzwi gatam parigRhya mayA eva yUyam tatas pApa dRzwi gatAt parimocya pravrajitAH tatas rvAc yuzmABiH bahUni budDa sahasrANi paryupAsitAni	kyang bcom ldan 'das de bzhin gshegs pa 'od zhi spos snang dpal de lam dad cing ma bsngams pa'i tshig smras te sdig pa'i lta bar song ba bzung nas ngas khyed sdig pa'i lta bar song ba de las kun thar par byas te rab tu phyung nas de tshun chad khyed kyis sangs rgyas stong phrag mang po la bsnyen bkur byas te /	72.53655247349134
tezAm ca pUjA upasTAnam kRtam	de dag la mchod pa dang rim gro byas /	81.85500190132544
teByaH ca Darmam SrutvA praNiDAnam kRtam zawsu pAramitAsu caritam iti	de dag las chos nyan te smon lam btab nas pha rol tu phyin pa drug sbyad de /	87.83051714323945
tena yUyam kAya vAc manaH duScaritena karmaNA pUrvam tRzu apAyezu aneke kalpAH duHKAni anuBUtavantaH	khyed lus dang / ngag dang / yid kyi nyes par spyad pa'i las des sngon bskal pa du mar ngan song gsum du sdug bsngal myong ngo //	90.1604020594807
tena eva karma AvaraNena etarhi mArasya pApIm atas Bavane upapannAH iti	las kyi sgrib pa de nyid kyis da ltar bdud sdig can gyi gnas su skyes so //	88.37205471081587
asmim Kalu punA ratna ketu DAraNI pUrva yoge BAzyamANe BagavatA SAkya muninA taTAgatena tezAm paMcAnAm mAra kanyA SatAnAm strI BAvam antarDAya puruza BAvaH saMvRttaH nutpattika Darma kzAnti pratilaMBAH ca aBUvan	rin po che tog gi gzungs 'di sngon byung ba'i le'u 'di bcom ldan 'das de bzhin gshegs pa sh'akya thub pas gshad pa na bdud kyi bu mo lnga brgya tsam de dag bud med kyi dngos po mi snang bar gyur nas skyes pa'i dngos por gyur te mi skye pa'i chos la bzod pa thob bo //	79.83485730668883
apramANAnAm asaMKyeyAnAm sattva kowIn ayuta Sata sahasrANAm sa deva mAnuzAyAH kurum iya prajAyAH anuttarAyAm samyaksaMboDO cittAni utpannAni avEvartyAH ca aBUvan anuttarAyAm samyaksaMboDO	lha dang / mi dang / lha ma yin du bcas pa'i skye rgu'i sems can bye ba khrag khrig brgya stong grangs med dpag tu med pa dag gis bla na med pa yang dag par rdzogs pa'i byang chub tu sems bskyed de bla na med pa yang dag par rdzogs pa'i byang chub las phyir mi ldog par gyur to //	87.76845172121975
evam aprameya asaMKyeyAni sattva kowIn ayuta Sata sahasrANi SrAvaka pratyekabudDa yAne vEvartya aBUvan aprameya asaMKyeyAnAm deva mAnuzya kanyAnAm mAtR grAma BAvaH vinivRttaH puruza BAva ASraya pratilABaH ca aBUt	de bzhin du sems can bye ba khrag khrig @322b brgya stong grangs med dpag tu med pa dag ni / nyan thos dang / rang sangs rgyas kyi theg pa las phyir mi ldog par gyur to // lha dang / mi'i bu mo grangs med dpag tu med pa dag ni / bud med kyi dngos po las gyur te skyes pa'i dngos po rnyed do //	83.93656110821351
ratna ketu parivartAt dvitIyaH pUrva yoga parivartaH samAptaH	'dus pa rin po che tog gi gzungs las / sngon byung ba'i le'u zhes bya ste gnyis pa'o //// bam po gsum pa /	95.58241958210826
kurumiya  iii aTa Kalu asyAm ratnaketuDA AraNyAm BAzyamANAyAm SAkya muninA taTAgatena etarhi sarvAvatIyam saha AlokaDAtuH udAreNa avaBAsena sPuwA aBUt yat ca iha budDa kzetre kowI Satam cAturdvIpikAnAm tezu kowI Satam kAma ISvarANAm mAra tvam kArayaMti	de nas rin po che tog gi gzungs 'di de bzhin gshegs pa sh'akya thub pas bshad pa de'i tshe thams cad dang ldan pa'i 'jig rten gyi khams mi mjed 'di rgya cher snang bas khyab par gyur te / sangs rgyas kyi zhing 'di na gling bzhi pa bye ba phrag brgya gang dag yod pa de dag na 'dod pa'i dbang phyug bdud bye ba phrag brgya gang dag bdud byed pa de dag sangs rgyas kyi mthus dogs pa skyes te /	88.57099302735908
te budDa anuBAvena saMvignAH imAm cAturdvIpikAm vyavalokayaMti sma kutas yam avaBAsaH utpannaH nUnam pApImAn nAma mAraH yaH tatra cAturdvIpikAyAm prativasati tasya eza praBAvaH saH smattaH balavattaraH ISvarataraH mahA ojaskataraH	snang ba chen po 'di gang nas byung zhes gling bzhi pa'i 'jig rten gyi khams 'di la blta zhing bdud sdig can zhes bya ba gang gling bzhi pa'i 'jig rten gyi khams de na gnas ba de bdag cag pas stobs che zhing dbang che ba mthu che na /	66.24093123270369
aTa Kalu te mArAH vyavalokayantaH drAkzuH tam mAram pApIm antam Soka AgAre nizaNNam parama durmana sTam	'di de'i mthu'am snyam nas de nas bdud de dag gis bltas na / bdud sdig can de mya ngan gyi khang pa na 'dug cing yid rab tu mi dga' ba de mthong ngo //	90.28833144249414
aTa tat kowI Satam mArANAm yena iyam cAturdvIpikA yena mArasya pApIm atas Bavanam tena upajagAma upetya mAram pApIm antam evam Aha	de nas bdud bye ba phrag brgya po de dag gling bzhi pa'i 'jig rten gyi khams 'di ga la ba dang / bdud sdig can gyi khang pa ga la ba der song ste phyin nas bdud sdig can la 'di skad ces smras so // kye 'dod pa'i @323a *// dbang phyug /	91.37837956335235
kim Bo kAmeSvara sarva AvatIyam lokaDAtuH avaBAsitA tvam ca Soka AgAram praviSya nizaNNaH	ci'i phyir thams cad dang ldan pa'i gling bzhi pa'i 'jig rten gyi khams 'di snang bar byas nas khyod mya ngan gyi khang par zhugs te 'dug /	91.59284764858445
kurum iya aTa kAmeSvaraH mAraH tezAm mAra kowI SatAnAm vistareNa Arocayati sma	de nas 'dod pa'i dbang phyug gis bdud bye pa phrag brgya po de dag la rgyas par smras pa / kye grogs po dag shes par gyis shig /	93.81832686136357
yat Kalu mArzAH jAnIyuH iha Bo SramaNaH utpannaH SAkya vaMSAt parama SaWaH mAyAvI	sh'akya'i rigs las shin tu g-yo dang sgyur ldan pa'i dge sbyong zhig 'dir skyes te /	74.37585052509874
